OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions,CategoryKey,
278,HM Frigate Unicorn,Victoria Dock,South Victoria Dock Road,Dundee,Angus,DD1 3BP,01382 200 900,www.frigateunicorn.org,"Advanced booking is required. All Group admittances are at the discretion of the venue. One child admission free when accompanied by an adult paying full price. Cannot be used in conjunction with any offer, and the voucher has no cash value.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. One child admission free when accompanied by an adult paying full price. Cannot be used in conjunction with any offer, and the voucher has no cash value.",,
279,Harewood House,Harewood,,Leeds,West Yorkshire,LS17 9LG,0113 218 1010,www.harewood.org,Advanced booking is required. All Group admittances are at the discretion of the venue. One free ticket of the same value or less issued on the purchase of a full priced Adult/Family Freedom ticket. One free ticket issued per voucher. Vouchers have no monetary value. Subject to availability. Not valid on special event days or Bank Holidays. No photocopied vouchers accepted. Offer valid between 5th April and 2nd November 2014.,,,Advanced booking is required. All Group admittances are at the discretion of the venue. One free ticket of the same value or less issued on the purchase of a full priced Adult/Family Freedom ticket. One free ticket issued per voucher. Vouchers have no monetary value. Subject to availability. Not valid on special event days or Bank Holidays. No photocopied vouchers accepted. Offer valid between 5th April and 2nd November 2014.,,
280,C. M. Booth Collection of Historic Vehicles,Falstaff Antiques,63-67 High Street,Rolvenden,Kent,TN17 4LP,01580 241 234,www.morganmuseum.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. Monday to Saturday 10am-5pm. Closed May 16-24, September 5, 6, 26, 27, 29",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. Monday to Saturday 10am-5pm. Closed May 16-24, September 5, 6, 26, 27, 29",,
281,Conkers Discovery Centre,Rawdon Road,,"Near Moira, Swadlincote",Derbyshire,DE12 69A,01283 216 633,www.visitconkers.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 offer available any day except Bank Holidays. Lowest price ticket would be free (the guest price ticket). Conditions apply. . Cannot be used in conjunction with any other voucher offer or for special events.,,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 offer available any day except Bank Holidays. Lowest price ticket would be free (the guest price ticket). Conditions apply. . Cannot be used in conjunction with any other voucher offer or for special events.,,
282,City Cruises,"River Thames, London",,"Westminster Pier, Tower Pier, Greenwich Pier",London,SW1A 2JH,02077 400 400,www.citycruises.com,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 For 1 offer. (Adult �17 on all-day River Red Rover) Tour Times: 10:00-18:00 (winter) 9:15-19:15 (summer) - check website for schedules. Cruise duration: 30mins - 3hours,,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2 For 1 offer. (Adult �17 on all-day River Red Rover) Tour Times: 10:00-18:00 (winter) 9:15-19:15 (summer) - check website for schedules. Cruise duration: 30mins - 3hours,,
283,Killhope The North of England Lead Mining Museum,Nr Cowshill,,Upper Weardale,Durham,DL13 1AR,01388 537 505 / 03000 266 595,www.killhope.org.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. 2-for-1 Cheapest ticket free - under 4's go free but we regret that they cannot go underground. Not to be used in conjunction with any other offer.,,,Advanced booking is required. All Group admittances are at the discretion of the venue. 2-for-1 Cheapest ticket free - under 4's go free but we regret that they cannot go underground. Not to be used in conjunction with any other offer.,,
284,Bolton Castle,,,Nr Leyburn,North Yorkshire,DL8 4ET,01969 623 981,www.boltoncastle.co.uk,Advanced booking is required. All Group admittances are at the discretion of the venue. One free child for every paying adult. Valid during our normal daytime opening hours.,,,Advanced booking is required. All Group admittances are at the discretion of the venue. One free child for every paying adult. Valid during our normal daytime opening hours.,,
285,Shakespeare House and Gardens,"Shakespeare's Birthplace, Henley Street",,Stratford upon Avon,Warwickshire,CV37 6QW,01789 204 016,www.shakespeare.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,
286,Mary Arden's Farm,,,Stratford-Upon-Avon,Warwickshire,CV37 9UN,01789 204 016,www.shakespeare.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,
287,Anne Hathaway's Cottage and Gardens,,,Stratford-Upon-Avon,Warwickshire,CV37 9HH,01789 204 016,www.shakespeare.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,
288,Hall's Croft,,,Stratford-Upon-Avon,Warwickshire,CV37 6BG,01789 204 016,www.shakespeare.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,
289,Nash's House & New Place,,,Stratford-Upon-Avon,Warwickshire,CV37 6EP,01789 204 016,www.shakespeare.org.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on ticket with Christmas and Boxing Day as exclusionary days. Excludes family tickets. 2 for 1 vouchers need to be handed in by visitors upon arrival at any of the house. At the first house visited, the voucher will be exchanged for the appropriate ticket. A stamp is then required at each of the subsequent houses thereafter.",,
290,Portsmouth Historic Dockyard,"Visitor Centre,
Victory Gate, H M Naval Base",,Portsmouth,Hampshire,PO1 3LJ,02392 839 766,www.historicdockyard.co.uk,"Advanced booking is required. All Group admittances are at the discretion of the venue. NEW for 2014, Portsmouth Historic Dockyard�s ANNUAL ALL-ATTRACTION ticket now includes the Royal Navy Submarine Museum, Royal Marines Museum and Explosion! Museum of Naval Firepower, alongside the new Mary Rose Museum and world famous ships HMS Victory and HMS Warrior (1860). Portsmouth Historic Dockyard is a great day out for all the family. 
 With 800 years of history and encompassing the National Museum of the Royal Navy, Action Stations and Harbour Tours - there's so much to see and do.
 Situated within a working Naval Base, Portsmouth Historic Dockyard is the only place in the world to see the Royal Navy past, present and future - a must see for anyone visiting the south of England.
 Please visit www.historicdockyard.co.uk/offerterms for full terms and conditions of ticket and promotional offers.",,,"Advanced booking is required. All Group admittances are at the discretion of the venue. NEW for 2014, Portsmouth Historic Dockyard�s ANNUAL ALL-ATTRACTION ticket now includes the Royal Navy Submarine Museum, Royal Marines Museum and Explosion! Museum of Naval Firepower, alongside the new Mary Rose Museum and world famous ships HMS Victory and HMS Warrior (1860). Portsmouth Historic Dockyard is a great day out for all the family. 
 With 800 years of history and encompassing the National Museum of the Royal Navy, Action Stations and Harbour Tours - there's so much to see and do.
 Situated within a working Naval Base, Portsmouth Historic Dockyard is the only place in the world to see the Royal Navy past, present and future - a must see for anyone visiting the south of England.
 Please visit www.historicdockyard.co.uk/offerterms for full terms and conditions of ticket and promotional offers.",,
